protein1,protein2,combined_score
4932.YGL129C,4932.YOR285W,912
4932.YGL129C,4932.YOR286W,915
4932.YGL129C,4932.YMR024W,996
4932.YGL129C,4932.YNL185C,975
4932.YGL129C,4932.YNL284C,996
4932.YGL129C,4932.YMR193W,994
4932.YGL129C,4932.YOR158W,992
4932.YGL129C,4932.YGR214W,935
4932.YGL129C,4932.YGR084C,992
4932.YGL129C,4932.YMR158W,995
4932.YGL129C,4932.YLR178C,862
4932.YGL129C,4932.YMR188C,999
4932.YGL129C,4932.YKL170W,969
4932.YGL129C,4932.YKL067W,937
4932.YGL129C,4932.YGR118W,905
4932.YGL129C,4932.YNR036C,999
4932.YGL129C,4932.YPL183W-A,992
4932.YGL129C,4932.YOL031C,801
4932.YGL129C,4932.YPR132W,905
4932.YGL129C,4932.YOR150W,994
4932.YGL129C,4932.YJL177W,916
4932.YGL129C,4932.YHR147C,992
4932.YGL129C,4932.YGR165W,999
4932.YGL129C,4932.YML025C,996
4932.YGL129C,4932.YNL137C,998
4932.YGL129C,4932.YNL005C,998
4932.YGL129C,4932.YMR143W,788
4932.YGL129C,4932.YLR204W,963
4932.YGL129C,4932.YNL252C,995
4932.YGL129C,4932.YNL306W,999
4932.YGL129C,4932.YKR006C,891
4932.YGL129C,4932.YJR113C,999
4932.YGL129C,4932.YLR312W-A,882
4932.YGL129C,4932.YGR034W,925
4932.YGL129C,4932.YKL167C,984
4932.YGL129C,4932.YLR344W,925
4932.YGL129C,4932.YNL069C,905
4932.YGL129C,4932.YLR075W,808
4932.YGL129C,4932.YNR037C,998
4932.YGL129C,4932.YHL004W,999
4932.YGL129C,4932.YLR179C,862
4932.YGL129C,4932.YJR123W,955
4932.YGL130W,4932.YPL178W,821
4932.YGL130W,4932.YMR125W,727
4932.YGL130W,4932.YPL228W,999
4932.YGL130W,4932.YIL021W,868
4932.YGL130W,4932.YML010W,987
4932.YGL130W,4932.YMR180C,860
4932.YGL130W,4932.YGL173C,736
4932.YGL131C,4932.YNL127W,703
4932.YGL131C,4932.YJR082C,722
4932.YGL131C,4932.YNL330C,821
4932.YGL131C,4932.YMR176W,898
4932.YGL133W,4932.YLR176C,805
4932.YGL133W,4932.YMR044W,894
4932.YGL133W,4932.YOR304W,999
4932.YGL133W,4932.YLR095C,950
4932.YGL133W,4932.YJL065C,999
4932.YGL134W,4932.YGL215W,724
4932.YGL134W,4932.YPL031C,999
4932.YGL134W,4932.YOL001W,761
4932.YGL134W,4932.YHR071W,760
4932.YGL134W,4932.YLR258W,871
4932.YGL135W,4932.YNL302C,995
4932.YGL135W,4932.YLR281C,726
4932.YGL135W,4932.YOR182C,985
4932.YGL135W,4932.YIL148W,995
4932.YGL135W,4932.YHL015W,998
4932.YGL135W,4932.YOL077C,872
4932.YGL135W,4932.YOL114C,726
4932.YGL135W,4932.YOR312C,995
4932.YGL135W,4932.YLR264W,988
4932.YGL135W,4932.YNL081C,866
4932.YGL135W,4932.YMR121C,988
4932.YGL135W,4932.YHR197W,866
4932.YGL135W,4932.YOR167C,986
4932.YGL135W,4932.YPL079W,979
4932.YGL135W,4932.YHR052W,837
4932.YGL135W,4932.YLR048W,996
4932.YGL135W,4932.YOL127W,998
4932.YGL135W,4932.YHL033C,995
4932.YGL135W,4932.YLR074C,904
4932.YGL135W,4932.YGL143C,726
4932.YGL135W,4932.YLR150W,921
4932.YGL135W,4932.YMR194W,993
4932.YGL135W,4932.YIR032C,806
4932.YGL135W,4932.YJL189W,997
4932.YGL135W,4932.YLR185W,991
4932.YGL135W,4932.YOR052C,804
4932.YGL135W,4932.YPL146C,994
4932.YGL135W,4932.YJL136C,996
4932.YGL135W,4932.YJR145C,995
4932.YGL135W,4932.YPR166C,848
4932.YGL135W,4932.YHR010W,995
4932.YGL135W,4932.YPL013C,978
4932.YGL135W,4932.YOL039W,982
4932.YGL135W,4932.YJR094W-A,989
4932.YGL135W,4932.YOL120C,996
4932.YGL135W,4932.YPR016C,983
4932.YGL135W,4932.YLR022C,705
4932.YGL135W,4932.YOR310C,725
4932.YGL135W,4932.YMR116C,999
4932.YGL135W,4932.YLR448W,995
4932.YGL135W,4932.YJL102W,724
4932.YGL135W,4932.YML063W,995
4932.YGL135W,4932.YHR038W,926
4932.YGL135W,4932.YIL133C,998
4932.YGL135W,4932.YPR110C,747
4932.YGL135W,4932.YGR027C,998
4932.YGL135W,4932.YNL135C,832
4932.YGL135W,4932.YKL180W,996
4932.YGL135W,4932.YPR043W,991
4932.YGL135W,4932.YLR367W,963
4932.YGL135W,4932.YIL021W,729
4932.YGL135W,4932.YOR133W,977
4932.YGL135W,4932.YKL056C,805
4932.YGL135W,4932.YLR106C,826
4932.YGL135W,4932.YNL002C,981
4932.YGL135W,4932.YMR260C,905
4932.YGL135W,4932.YLR340W,999
4932.YGL135W,4932.YNL182C,817
4932.YGL135W,4932.YML024W,994
4932.YGL135W,4932.YHR021C,990
4932.YGL135W,4932.YNL177C,845
4932.YGL135W,4932.YOL040C,998
4932.YGL135W,4932.YNL110C,930
4932.YGL135W,4932.YLR167W,997
4932.YGL135W,4932.YKL006W,994
4932.YGL135W,4932.YMR290C,947
4932.YGL135W,4932.YML073C,996
4932.YGL135W,4932.YLR287C-A,987
4932.YGL135W,4932.YLR388W,989
4932.YGL135W,4932.YKR081C,769
4932.YGL135W,4932.YLR406C,964
4932.YGL135W,4932.YGR220C,894
4932.YGL135W,4932.YIL052C,991
4932.YGL135W,4932.YOR206W,849
4932.YGL135W,4932.YOR187W,979
4932.YGL135W,4932.YOR063W,999
4932.YGL135W,4932.YKL172W,857
4932.YGL135W,4932.YLR061W,995
4932.YGL135W,4932.YPR102C,997
4932.YGL135W,4932.YIL018W,998
4932.YGL135W,4932.YPL081W,991
4932.YGL135W,4932.YGR103W,932
4932.YGL135W,4932.YNL061W,947
4932.YGL135W,4932.YNL301C,994
4932.YGL135W,4932.YJL063C,979
4932.YGL135W,4932.YGR085C,999
4932.YGL135W,4932.YOR096W,995
4932.YGL135W,4932.YPL143W,993
4932.YGL135W,4932.YJL122W,822
4932.YGL135W,4932.YKL173W,724
4932.YGL135W,4932.YMR242C,994
4932.YGL135W,4932.YJL190C,994
4932.YGL135W,4932.YHR141C,990
4932.YGL135W,4932.YPL093W,946
4932.YGL135W,4932.YLL045C,996
4932.YGL135W,4932.YPL198W,995
4932.YGL135W,4932.YNL178W,999
4932.YGL135W,4932.YGL189C,994
4932.YGL135W,4932.YGL245W,841
4932.YGL135W,4932.YIL161W,800
4932.YGL135W,4932.YHL001W,994
4932.YGL135W,4932.YLR009W,989
4932.YGL135W,4932.YGR214W,995
4932.YGL135W,4932.YMR230W,956
4932.YGL135W,4932.YOR272W,846
4932.YGL135W,4932.YMR193W,974
4932.YGL135W,4932.YNL284C,881
4932.YGL135W,4932.YMR188C,845
4932.YGL135W,4932.YNL163C,827
4932.YGL135W,4932.YPL211W,870
4932.YGL135W,4932.YPL090C,993
4932.YGL135W,4932.YMR158W,869
4932.YGL135W,4932.YPL131W,999
4932.YGL135W,4932.YPL022W,707
4932.YGL135W,4932.YKR094C,990
4932.YGL135W,4932.YKL170W,870
4932.YGL135W,4932.YKL156W,987
4932.YGL135W,4932.YOR234C,962
4932.YGL135W,4932.YGR148C,995
4932.YGL135W,4932.YNL162W,990
4932.YGL135W,4932.YOR168W,806
4932.YGL135W,4932.YKL081W,759
4932.YGL135W,4932.YPL048W,744
4932.YGL135W,4932.YNR053C,901
4932.YGL135W,4932.YOR293W,992
4932.YGL135W,4932.YJL003W,806
4932.YGL135W,4932.YLL039C,898
4932.YGL135W,4932.YHR193C,743
4932.YGL135W,4932.YML048W,920
4932.YGL135W,4932.YJL191W,991
4932.YGL135W,4932.YNL096C,963
4932.YGL135W,4932.YML009C,977
4932.YGL135W,4932.YNL067W,997
4932.YGL135W,4932.YOL023W,750
4932.YGL135W,4932.YKL003C,978
4932.YGL135W,4932.YKR057W,945
4932.YGL135W,4932.YHR203C,996
4932.YGL135W,4932.YLR441C,994
4932.YGL135W,4932.YOR341W,711
4932.YGL135W,4932.YHR170W,878
4932.YGL135W,4932.YGL147C,997
4932.YGL135W,4932.YNL185C,845
4932.YGL135W,4932.YLR069C,727
4932.YGL135W,4932.YJR113C,944
4932.YGL135W,4932.YMR142C,984
4932.YGL135W,4932.YNL306W,845
4932.YGL135W,4932.YLR333C,990
4932.YGL135W,4932.YMR049C,837
4932.YGL135W,4932.YPL249C-A,991
4932.YGL135W,4932.YMR143W,992
4932.YGL135W,4932.YNL069C,992
4932.YGL135W,4932.YLR344W,996
4932.YGL135W,4932.YKL009W,987
4932.YGL135W,4932.YHR148W,836
4932.YGL135W,4932.YGR034W,997
4932.YGL135W,4932.YHR085W,808
4932.YGL135W,4932.YJR047C,913
4932.YGL135W,4932.YPL220W,885
4932.YGL135W,4932.YIL069C,995
4932.YGL135W,4932.YOL033W,775
4932.YGL135W,4932.YLR075W,999
4932.YGL135W,4932.YJR123W,998
4932.YGL135W,4932.YLR002C,833
4932.YGL135W,4932.YHL004W,840
4932.YGL135W,4932.YLR378C,876
4932.YGL135W,4932.YLR325C,999
4932.YGL135W,4932.YNL023C,816
4932.YGL135W,4932.YNR036C,845
4932.YGL135W,4932.YGR245C,853
4932.YGL135W,4932.YJL025W,818
4932.YGL135W,4932.YGR118W,994
4932.YGL135W,4932.YOR150W,842
4932.YGL135W,4932.YML026C,996
4932.YGL135W,4932.YOL031C,830
4932.YGL135W,4932.YLR029C,996
4932.YGL135W,4932.YPR132W,994
4932.YGL135W,4932.YPL183W-A,979
4932.YGL135W,4932.YPR072W,805
4932.YGL135W,4932.YMR229C,926
4932.YGL135W,4932.YOR369C,998
4932.YGL135W,4932.YNL005C,980
4932.YGL135W,4932.YLR289W,940
4932.YGL135W,4932.YNL137C,865
4932.YGL135W,4932.YML025C,772
4932.YGL135W,4932.YOL121C,994
4932.YGL135W,4932.YHR147C,847
4932.YGL135W,4932.YJL177W,996
4932.YGL136C,4932.YNL252C,808
4932.YGL136C,4932.YML025C,748
4932.YGL136C,4932.YPL183W-A,922
4932.YGL136C,4932.YNL062C,815
4932.YGL136C,4932.YHR168W,946
4932.YGL136C,4932.YPL183C,754
4932.YGL136C,4932.YJL125C,736
4932.YGL136C,4932.YOR187W,766
4932.YGL136C,4932.YNL284C,786
4932.YGL136C,4932.YLR009W,730
4932.YGL136C,4932.YNL185C,764
4932.YGL136C,4932.YMR097C,949
4932.YGL136C,4932.YOR201C,954
4932.YGL136C,4932.YGR220C,768
4932.YGL136C,4932.YNL110C,703
4932.YGL136C,4932.YKL172W,728
4932.YGL137W,4932.YKL081W,726
4932.YGL137W,4932.YGL206C,768
4932.YGL137W,4932.YIL004C,911
4932.YGL137W,4932.YPR181C,841
4932.YGL137W,4932.YLR208W,892
4932.YGL137W,4932.YGL145W,796
4932.YGL137W,4932.YNL258C,836
4932.YGL137W,4932.YNL287W,999
4932.YGL137W,4932.YLR078C,713
4932.YGL137W,4932.YLR268W,879
4932.YGL137W,4932.YIL076W,999
4932.YGL137W,4932.YIL109C,761
4932.YGL137W,4932.YOR075W,764
4932.YGL137W,4932.YPL010W,999
4932.YGL137W,4932.YML012W,877
4932.YGL138C,4932.YLR308W,791
4932.YGL138C,4932.YJL038C,749
4932.YGL139W,4932.YGL146C,831
4932.YGL139W,4932.YGL140C,926
4932.YGL140C,4932.YGR280C,756
4932.YGL140C,4932.YNR004W,759
4932.YGL140C,4932.YGL141W,836
4932.YGL140C,4932.YNL138W-A,790
4932.YGL140C,4932.YML049C,799
4932.YGL140C,4932.YMR236W,919
4932.YGL140C,4932.YGL142C,765
4932.YGL140C,4932.YHR099W,950
4932.YGL140C,4932.YGL146C,916
4932.YGL140C,4932.YPL047W,919
4932.YGL141W,4932.YMR247C,885
4932.YGL141W,4932.YLL039C,729
4932.YGL141W,4932.YKL010C,822
4932.YGL141W,4932.YGR184C,778
4932.YGL141W,4932.YIL030C,764
4932.YGL142C,4932.YGR216C,800
4932.YGL142C,4932.YGL146C,800
4932.YGL142C,4932.YNL038W,921
4932.YGL142C,4932.YKL165C,990
4932.YGL142C,4932.YNR073C,839
4932.YGL142C,4932.YPR183W,915
4932.YGL142C,4932.YJL062W,815
4932.YGL142C,4932.YHR188C,922
4932.YGL142C,4932.YLL031C,992
4932.YGL142C,4932.YMR281W,951
4932.YGL142C,4932.YML012W,806
4932.YGL142C,4932.YJR013W,995
4932.YGL142C,4932.YLR088W,908
4932.YGL142C,4932.YPL076W,856
4932.YGL142C,4932.YOR149C,911
4932.YGL142C,4932.YPL175W,894
4932.YGL143C,4932.YOL114C,953
4932.YGL143C,4932.YHL015W,837
4932.YGL143C,4932.YOL127W,895
4932.YGL143C,4932.YLR048W,726
4932.YGL143C,4932.YNL081C,723
4932.YGL143C,4932.YPL013C,945
4932.YGL143C,4932.YHR038W,777
4932.YGL143C,4932.YIL133C,730
4932.YGL143C,4932.YLR340W,706
4932.YGL143C,4932.YGR220C,841
4932.YGL143C,4932.YNL177C,731
4932.YGL143C,4932.YOL040C,888
4932.YGL143C,4932.YOR063W,810
4932.YGL143C,4932.YNL063W,923
4932.YGL143C,4932.YJL063C,948
4932.YGL143C,4932.YGR214W,726
4932.YGL143C,4932.YNL284C,843
4932.YGL143C,4932.YMR193W,871
4932.YGL143C,4932.YNL178W,896
4932.YGL143C,4932.YPL131W,865
4932.YGL143C,4932.YML009C,936
4932.YGL143C,4932.YJL191W,713
4932.YGL143C,4932.YLL013C,735
4932.YGL143C,4932.YKL003C,941
4932.YGL143C,4932.YMR024W,788
4932.YGL143C,4932.YLR344W,794
4932.YGL143C,4932.YKL009W,706
4932.YGL143C,4932.YNL069C,730
4932.YGL143C,4932.YGR034W,794
4932.YGL143C,4932.YNL306W,748
4932.YGL143C,4932.YJR113C,867
4932.YGL143C,4932.YJR123W,859
4932.YGL143C,4932.YHL004W,790
4932.YGL143C,4932.YPL220W,726
4932.YGL143C,4932.YML026C,709
4932.YGL143C,4932.YOR150W,752
4932.YGL143C,4932.YPL183W-A,924
4932.YGL143C,4932.YPR132W,731
4932.YGL143C,4932.YNR036C,744
4932.YGL143C,4932.YGR118W,731
4932.YGL143C,4932.YNL005C,953
4932.YGL143C,4932.YLR289W,783
4932.YGL143C,4932.YHR147C,702
4932.YGL144C,4932.YKL176C,753
4932.YGL144C,4932.YKL094W,754
4932.YGL144C,4932.YMR275C,851
4932.YGL144C,4932.YNL307C,852
4932.YGL144C,4932.YOR253W,896
4932.YGL144C,4932.YML111W,846
4932.YGL145W,4932.YLR268W,984
4932.YGL145W,4932.YNL041C,713
4932.YGL145W,4932.YLL024C,804
4932.YGL145W,4932.YOR075W,999
4932.YGL145W,4932.YIR008C,827
4932.YGL145W,4932.YLR440C,999
4932.YGL145W,4932.YPR105C,789
4932.YGL145W,4932.YNL030W,799
4932.YGL145W,4932.YNL258C,999
4932.YGL145W,4932.YNL023C,829
4932.YGL145W,4932.YNL287W,720
4932.YGL145W,4932.YOR266W,827
4932.YGL146C,4932.YML012W,703
4932.YGL147C,4932.YLR167W,998
4932.YGL147C,4932.YKL006W,998
4932.YGL147C,4932.YOL040C,999
4932.YGL147C,4932.YNL110C,885
4932.YGL147C,4932.YNL177C,845
4932.YGL147C,4932.YHR021C,995
4932.YGL147C,4932.YGR220C,891
4932.YGL147C,4932.YIL052C,990
4932.YGL147C,4932.YLR397C,827
4932.YGL147C,4932.YHR058C,821
4932.YGL147C,4932.YLR406C,983
4932.YGL147C,4932.YLR287C-A,988
4932.YGL147C,4932.YLR388W,996
4932.YGL147C,4932.YKR081C,911
4932.YGL147C,4932.YML073C,999
4932.YGL147C,4932.YMR290C,928
4932.YGL147C,4932.YKL056C,922
4932.YGL147C,4932.YLR106C,813
4932.YGL147C,4932.YPL118W,730
4932.YGL147C,4932.YIL021W,865
4932.YGL147C,4932.YOR133W,984
4932.YGL147C,4932.YPR043W,995
4932.YGL147C,4932.YLR367W,978
4932.YGL147C,4932.YNL182C,850
4932.YGL147C,4932.YML024W,997
4932.YGL147C,4932.YLR340W,999
4932.YGL147C,4932.YMR260C,846
4932.YGL147C,4932.YMR146C,747
4932.YGL147C,4932.YNL002C,990
4932.YGL147C,4932.YPL143W,997
4932.YGL147C,4932.YOR096W,997
4932.YGL147C,4932.YGR085C,998
4932.YGL147C,4932.YJR007W,727
4932.YGL147C,4932.YJL063C,980
4932.YGL147C,4932.YOR347C,777
4932.YGL147C,4932.YOL151W,729
4932.YGL147C,4932.YOR151C,844
4932.YGL147C,4932.YJL190C,998
4932.YGL147C,4932.YHR141C,993
4932.YGL147C,4932.YMR242C,999
4932.YGL147C,4932.YKR023W,783
4932.YGL147C,4932.YJL122W,827
4932.YGL147C,4932.YLL056C,729
4932.YGL147C,4932.YKL173W,724
4932.YGL147C,4932.YKL172W,885
4932.YGL147C,4932.YPR010C,870
4932.YGL147C,4932.YLR061W,997
4932.YGL147C,4932.YPR102C,998
4932.YGL147C,4932.YLR249W,993
4932.YGL147C,4932.YPR189W,800
4932.YGL147C,4932.YJL050W,835
4932.YGL147C,4932.YPR187W,914
4932.YGL147C,4932.YOR187W,979
4932.YGL147C,4932.YOR063W,999
4932.YGL147C,4932.YLR244C,719
4932.YGL147C,4932.YOR206W,906
4932.YGL147C,4932.YPL037C,832
4932.YGL147C,4932.YNL301C,996
4932.YGL147C,4932.YNL025C,817
4932.YGL147C,4932.YGR103W,878
4932.YGL147C,4932.YNL061W,898
4932.YGL147C,4932.YPL210C,796
4932.YGL147C,4932.YPL081W,997
4932.YGL147C,4932.YIL018W,998
4932.YGL147C,4932.YPL079W,984
4932.YGL147C,4932.YHR197W,874
4932.YGL147C,4932.YOR167C,993
4932.YGL147C,4932.YNL081C,870
4932.YGL147C,4932.YMR121C,982
4932.YGL147C,4932.YPR080W,718
4932.YGL147C,4932.YGL173C,821
4932.YGL147C,4932.YMR194W,996
4932.YGL147C,4932.YLR074C,910
4932.YGL147C,4932.YHL033C,997
4932.YGL147C,4932.YLR150W,993
4932.YGL147C,4932.YLR048W,979
4932.YGL147C,4932.YOL127W,999
4932.YGL147C,4932.YHR052W,888
4932.YGL147C,4932.YOR182C,991
4932.YGL147C,4932.YHL015W,999
4932.YGL147C,4932.YIL148W,998
4932.YGL147C,4932.YPL042C,782
4932.YGL147C,4932.YOR001W,808
4932.YGL147C,4932.YNL302C,995
4932.YGL147C,4932.YLR264W,996
4932.YGL147C,4932.YPR100W,841
4932.YGL147C,4932.YOR312C,999
4932.YGL147C,4932.YOL077C,906
4932.YGL147C,4932.YML063W,987
4932.YGL147C,4932.YLR448W,999
4932.YGL147C,4932.YJL102W,724
4932.YGL147C,4932.YMR116C,999
4932.YGL147C,4932.YKL180W,998
4932.YGL147C,4932.YHR013C,833
4932.YGL147C,4932.YNL135C,840
4932.YGL147C,4932.YIL133C,999
4932.YGL147C,4932.YPR110C,892
4932.YGL147C,4932.YGR027C,998
4932.YGL147C,4932.YHR038W,948
4932.YGL147C,4932.YKL122C,831
4932.YGL147C,4932.YHR010W,998
4932.YGL147C,4932.YPL013C,978
4932.YGL147C,4932.YOR294W,826
4932.YGL147C,4932.YOL039W,990
4932.YGL147C,4932.YPR166C,848
4932.YGL147C,4932.YOR052C,827
4932.YGL147C,4932.YPL146C,998
4932.YGL147C,4932.YJL136C,998
4932.YGL147C,4932.YJR145C,996
4932.YGL147C,4932.YGR173W,854
4932.YGL147C,4932.YIR032C,828
4932.YGL147C,4932.YJL189W,999
4932.YGL147C,4932.YLR185W,997
4932.YGL147C,4932.YJR094W-A,995
4932.YGL147C,4932.YOL120C,997
4932.YGL147C,4932.YPR016C,994
4932.YGL147C,4932.YGR169C-A,905
4932.YGL147C,4932.YOL033W,786
4932.YGL147C,4932.YLR075W,999
4932.YGL147C,4932.YIL069C,995
4932.YGL147C,4932.YPL220W,998
4932.YGL147C,4932.YNR037C,834
4932.YGL147C,4932.YGL157W,733
4932.YGL147C,4932.YJR047C,868
4932.YGL147C,4932.YLR002C,890
4932.YGL147C,4932.YHL004W,842
4932.YGL147C,4932.YLR378C,935
4932.YGL147C,4932.YPR088C,929
4932.YGL147C,4932.YJR123W,999
4932.YGL147C,4932.YOR253W,826
4932.YGL147C,4932.YPL249C-A,993
4932.YGL147C,4932.YIR026C,841
4932.YGL147C,4932.YMR143W,996
4932.YGL147C,4932.YLR333C,983
4932.YGL147C,4932.YMR049C,887
4932.YGL147C,4932.YNL252C,863
4932.YGL147C,4932.YLR069C,724
4932.YGL147C,4932.YJR113C,923
4932.YGL147C,4932.YMR142C,988
4932.YGL147C,4932.YML105C,863
4932.YGL147C,4932.YNL306W,845
4932.YGL147C,4932.YHR085W,822
4932.YGL147C,4932.YGR034W,992
4932.YGL147C,4932.YHR148W,843
4932.YGL147C,4932.YNL069C,998
4932.YGL147C,4932.YKL009W,982
4932.YGL147C,4932.YLR344W,998
4932.YGL147C,4932.YNL014W,956
4932.YGL147C,4932.YOR369C,999
4932.YGL147C,4932.YOR207C,850
4932.YGL147C,4932.YOL135C,858
4932.YGL147C,4932.YMR229C,957
4932.YGL147C,4932.YPR072W,800
4932.YGL147C,4932.YNL230C,820
4932.YGL147C,4932.YOL121C,996
4932.YGL147C,4932.YPR168W,774
4932.YGL147C,4932.YJL177W,991
4932.YGL147C,4932.YOR091W,875
4932.YGL147C,4932.YNL137C,857
4932.YGL147C,4932.YML025C,768
4932.YGL147C,4932.YLR289W,924
4932.YGL147C,4932.YNL005C,969
4932.YGL147C,4932.YGR118W,997
4932.YGL147C,4932.YHR081W,807
4932.YGL147C,4932.YJL025W,828
4932.YGL147C,4932.YNR036C,845
4932.YGL147C,4932.YGR245C,813
4932.YGL147C,4932.YLR325C,998
4932.YGL147C,4932.YNL023C,817
4932.YGL147C,4932.YOL031C,830
4932.YGL147C,4932.YPR132W,997
4932.YGL147C,4932.YLR029C,998
4932.YGL147C,4932.YPL183W-A,979
4932.YGL147C,4932.YOR150W,845
4932.YGL147C,4932.YML026C,996
4932.YGL147C,4932.YGL195W,885
4932.YGL147C,4932.YOR210W,710
4932.YGL147C,4932.YIL099W,777
4932.YGL147C,4932.YOR116C,764
4932.YGL147C,4932.YPL090C,996
4932.YGL147C,4932.YMR158W,865
4932.YGL147C,4932.YPL211W,928
4932.YGL147C,4932.YHR088W,907
4932.YGL147C,4932.YNL163C,766
4932.YGL147C,4932.YLR387C,888
4932.YGL147C,4932.YMR188C,867
4932.YGL147C,4932.YKR084C,858
4932.YGL147C,4932.YKL170W,887
4932.YGL147C,4932.YLR071C,849
4932.YGL147C,4932.YOR298C-A,801
4932.YGL147C,4932.YKR094C,997
4932.YGL147C,4932.YGL213C,806
4932.YGL147C,4932.YPL131W,999
4932.YGL147C,4932.YPL198W,997
4932.YGL147C,4932.YNL178W,999
4932.YGL147C,4932.YGL189C,996
4932.YGL147C,4932.YGL245W,813
4932.YGL147C,4932.YLL045C,993
4932.YGL147C,4932.YPL093W,983
4932.YGL147C,4932.YMR193W,976
4932.YGL147C,4932.YNL001W,864
4932.YGL147C,4932.YNL284C,878
4932.YGL147C,4932.YLR398C,800
4932.YGL147C,4932.YOR272W,896
4932.YGL147C,4932.YLR009W,992
4932.YGL147C,4932.YGR214W,997
4932.YGL147C,4932.YMR230W,980
4932.YGL147C,4932.YIL161W,800
4932.YGL147C,4932.YPL226W,991
4932.YGL147C,4932.YHL001W,982
4932.YGL147C,4932.YLR439W,847
4932.YGL147C,4932.YKR057W,946
4932.YGL147C,4932.YHR203C,995
4932.YGL147C,4932.YNL185C,845
4932.YGL147C,4932.YOR341W,776
4932.YGL147C,4932.YHR170W,959
4932.YGL147C,4932.YLR441C,996
4932.YGL147C,4932.YLL039C,839
4932.YGL147C,4932.YPL048W,801
4932.YGL147C,4932.YNR053C,954
4932.YGL147C,4932.YOR293W,997
4932.YGL147C,4932.YJL003W,829
4932.YGL147C,4932.YOR168W,815
4932.YGL147C,4932.YKL081W,855
4932.YGL147C,4932.YKL156W,995
4932.YGL147C,4932.YGR148C,997
4932.YGL147C,4932.YOR234C,989
4932.YGL147C,4932.YNL162W,993
4932.YGL147C,4932.YOL023W,853
4932.YGL147C,4932.YOR276W,704
4932.YGL147C,4932.YKL003C,978
4932.YGL147C,4932.YNL067W,985
4932.YGL147C,4932.YPL243W,872
4932.YGL147C,4932.YJL191W,996
4932.YGL147C,4932.YNL096C,985
4932.YGL147C,4932.YML009C,974
4932.YGL147C,4932.YHR193C,909
4932.YGL147C,4932.YML048W,911
4932.YGL148W,4932.YPR074C,797
4932.YGL148W,4932.YNR033W,959
4932.YGL148W,4932.YIL116W,844
4932.YGL148W,4932.YHR137W,808
4932.YGL148W,4932.YKL211C,999
4932.YGL148W,4932.YPR060C,999
4932.YGL148W,4932.YNL241C,784
4932.YGL148W,4932.YJR139C,802
4932.YGL148W,4932.YJR016C,740
4932.YGL148W,4932.YGL202W,975
4932.YGL148W,4932.YNL316C,980
4932.YGL148W,4932.YOR184W,752
4932.YGL150C,4932.YOR141C,998
4932.YGL150C,4932.YOR189W,998
4932.YGL150C,4932.YML041C,936
4932.YGL150C,4932.YJL081C,999
4932.YGL150C,4932.YNL059C,997
4932.YGL150C,4932.YLR399C,917
4932.YGL150C,4932.YPL129W,993
4932.YGL150C,4932.YLR085C,924
4932.YGL150C,4932.YNL107W,916
4932.YGL150C,4932.YLR052W,992
4932.YGL150C,4932.YLR385C,910
4932.YGL150C,4932.YNL215W,963
4932.YGL150C,4932.YPL235W,999
4932.YGL150C,4932.YGR002C,939
4932.YGL150C,4932.YPL082C,771
4932.YGL151W,4932.YHR058C,933
4932.YGL151W,4932.YMR112C,938
4932.YGL151W,4932.YNL025C,994
4932.YGL151W,4932.YPR070W,983
4932.YGL151W,4932.YNL236W,999
4932.YGL151W,4932.YOR174W,964
4932.YGL151W,4932.YPR168W,990
4932.YGL151W,4932.YOL051W,991
4932.YGL151W,4932.YPL042C,955
4932.YGL151W,4932.YNR010W,986
4932.YGL151W,4932.YPL129W,941
4932.YGL151W,4932.YHR041C,963
4932.YGL151W,4932.YOL135C,984
4932.YGL151W,4932.YLR071C,989
4932.YGL151W,4932.YGR104C,983
4932.YGL152C,4932.YJL211C,848
4932.YGL153W,4932.YMR026C,999
4932.YGL153W,4932.YHR160C,977
4932.YGL153W,4932.YNL329C,989
4932.YGL153W,4932.YGR133W,936
4932.YGL153W,4932.YLR191W,999
4932.YGL153W,4932.YGR077C,999
4932.YGL153W,4932.YIL065C,755
4932.YGL153W,4932.YPL112C,796
4932.YGL153W,4932.YIL160C,888
4932.YGL153W,4932.YKL197C,960
4932.YGL153W,4932.YJL210W,999
4932.YGL153W,4932.YGR239C,923
4932.YGL153W,4932.YOL044W,970
4932.YGL153W,4932.YMR018W,975
4932.YGL153W,4932.YGL205W,809
4932.YGL153W,4932.YOL147C,997
4932.YGL153W,4932.YNL214W,999
4932.YGL154C,4932.YOR221C,783
4932.YGL154C,4932.YIL094C,849
4932.YGL154C,4932.YNL030W,810
4932.YGL154C,4932.YGR204W,910
4932.YGL154C,4932.YGL254W,820
4932.YGL155W,4932.YKL019W,999
4932.YGL155W,4932.YPR165W,794
4932.YGL155W,4932.YLR229C,850
4932.YGL156W,4932.YKL166C,783
4932.YGL156W,4932.YHR204W,891
4932.YGL156W,4932.YKL103C,999
4932.YGL156W,4932.YHR113W,969
4932.YGL156W,4932.YOL083W,998
4932.YGL156W,4932.YIL146C,722
4932.YGL156W,4932.YJR131W,816
4932.YGL156W,4932.YJL164C,811
4932.YGL156W,4932.YMR297W,771
4932.YGL156W,4932.YMR196W,719
4932.YGL156W,4932.YPL154C,731
4932.YGL156W,4932.YHR205W,759
4932.YGL156W,4932.YPR049C,853
4932.YGL156W,4932.YPL203W,798
4932.YGL156W,4932.YOL082W,999
